MASKED_XCC,SKU_NUMBER,SKU_RANK_NUMBER,HEALTH_SKU_NUMBER
90104635,957776,5,163093
27053370,196030,6,244068
14109339,890395,1,108530
17271361,854981,2,854981
7495317,715130,3,715130
50883701,289017,7,872806
53830079,550147,6,550147
2143428,380036,9,444724
22819152,542718,6,391644
7555598,618895,2,510062
28260092,990372,20,468080
2725103,457776,18,457780
33241161,839643,18,167952
37969355,234585,8,337540
13532836,707766,1,379085
10810822,237014,9,974233
53804602,841355,12,468080
20388735,365523,11,369824
24618323,813576,13,337060
1013863,468080,5,341442
22080630,501873,15,482530
53871216,149928,7,149928
26296822,454376,9,829850
15245509,212209,14,271608
38816955,236631,8,194996
20855528,507400,5,369824
21407737,211276,9,334067
163137,967346,4,829850
53636446,284569,17,452746
10708365,213140,6,459492
42635246,276111,3,231561
26195013,148863,2,323238
16272311,335244,19,862652
17885841,252676,1,30205
11044305,410537,2,117136
5866306,348991,12,586671
46603493,200575,15,951360
26622283,323425,10,992345
43697389,369824,10,413879
35839779,734701,12,455407
20738403,862540,4,321137
21807148,928918,3,300265
27191897,692270,1,209926
4912206,213538,5,205470
11723976,302828,7,241307
25917550,808211,6,209144
25466982,369824,5,829850
41207222,906819,6,643940
542033,999671,11,444724
35035919,444724,4,444724
24538892,370317,12,813576
9000487,237544,8,270157
25760096,172465,7,172465
5539882,369824,10,507400
45757340,291856,10,908255
16893283,474664,4,474664
38918300,838620,5,240966
51950450,966052,4,990372
18277408,452206,6,452206
39451575,875950,4,953968
13890976,380036,3,444724
30588743,954577,20,966052
31987545,592601,5,592601
5788814,343070,1,147558
34690141,364510,14,274324
27020244,140160,13,829850
26176751,413879,10,163915
50367749,491847,6,154641
21306457,339760,14,297584
25109749,238246,4,297584
24178465,341442,16,907436
16730585,281084,10,958092
6061844,922557,9,364068
23034224,866992,12,468080
1196259,734701,9,115585
26945638,364510,7,340192
55185212,224560,12,224560
1253301,846846,18,407020
30530269,580868,1,220764
43592302,369824,7,322755
25877053,448819,15,339596
4294265,813576,2,242050
25162240,378687,3,155912
15624141,204576,5,652209
30545541,209144,9,482530
38468093,319833,11,829850
41566453,369824,12,829850
42701435,339486,10,862652
22985663,341442,4,276116
5348038,465994,1,316620
42035710,743704,11,231561
17958247,444724,5,451305
39904811,384693,16,292749
23521028,737670,1,311430
837678,149928,14,152314
5233399,362336,15,813576
4370713,140160,4,862652
27130132,302828,16,211037
503378,853023,19,829850
23235463,381546,10,394019
29356639,212807,14,212807
51612467,277776,4,335244
1768752,371948,15,705527
756035,208874,7,260781
52788747,974233,6,100990
19368785,542718,17,501873
34496161,380288,17,257404
5822342,976328,2,277948
3742793,562063,17,872473
25714248,689143,1,689143
51924335,317746,10,829850
90162106,856900,19,507392
31351482,882206,13,455507
46591797,823994,4,968577
40406417,237548,6,242050
11012427,997124,13,228831
1464447,713638,12,484918
4849672,829850,10,813576
3584062,343025,10,343025
23188881,276116,5,213652
17556493,442624,3,304263
10369019,364510,16,966052
25905276,183127,14,425761
20215392,731695,7,965748
25995253,276326,13,305081
45095100,468080,8,341442
3054288,476909,3,267494
29129465,829850,10,209144
13617913,155912,8,231183
31372467,817199,6,900001
10491995,680234,2,122870
25865396,778324,6,895262
2138477,707039,8,707039
31071463,829850,16,492680
52669732,312880,13,278058
24553154,208874,9,979596
22614328,281874,8,840371
20342631,734701,8,369824
37849370,228831,2,155912
20792559,378687,12,407002
2379385,883245,13,876524
34914484,140160,2,140160
5437226,240966,15,209144
9109779,369824,5,276116
41932852,444724,8,829850
7801575,813576,7,692270
20197494,412712,7,798854
16073951,966052,8,752428
16565467,584998,10,463910
23100040,467735,4,707039
36026447,337541,9,302828
33805021,829850,10,813576
6837732,527135,2,209197
33018576,829850,7,395534
26571030,857378,11,881931
25014983,853023,9,853023
27186520,813576,8,264628
18245919,966052,4,808211
7523321,369824,19,113676
50269186,339486,16,862652
26154433,293117,1,177881
38876828,405614,7,470175
22828542,372330,12,172455
33068230,264628,6,273540
6247925,211728,13,689380
26953287,990372,1,990372
32813571,369824,7,322755
37662236,968576,9,132142
18590483,566166,9,369824
26363773,731232,8,370317
39214712,543052,10,906747
45005763,404195,8,224774
31400186,556126,16,369824
26494930,209144,11,369824
51330759,179577,11,380420
44300972,926305,5,184103
10655854,853023,6,100990
40952290,111294,6,155912
15202818,953150,2,468891
30350136,362029,3,972473
12227133,966747,5,441097
37154648,829850,15,341442
7456421,699162,14,399766
45137808,341442,3,240966
2679656,395833,8,966052
21982957,237544,3,270157
7270695,341442,18,846846
54104988,378687,9,234585
11557786,829850,16,829850
33570335,902106,19,452227
10459277,259012,4,468080
52215421,979596,10,115585
11261957,991266,7,210004
11720778,362887,1,344125
671327,829850,14,507400
31133283,430823,14,154815
14157436,283970,1,152116
6811193,966052,6,100990
29714751,160476,3,798842
1243447,409172,8,719503
2991466,369824,16,388511
45263544,185345,10,792469
16354750,939407,1,415492
53850291,829850,10,369824
3455582,380036,5,339486
36628174,496617,6,416261
33184551,444724,8,380036
26900102,348914,3,354688
217771,724355,4,385755
424270,451305,20,310108
33528484,696162,6,366617
38652102,965891,5,273615
10279834,369824,9,369824
44469820,365523,13,813576
42647529,896849,17,416046
53726901,380420,7,395833
38750349,328327,4,906003
31375666,140160,10,184103
26655585,813576,3,967346
46205884,966052,12,566166
28472127,692080,3,692080
90157131,652776,18,369824
25295522,813576,4,111294
32363987,979596,3,853023
23094688,243186,2,164665
1543990,853023,20,800834
65081011,849515,1,132704
1233339,209144,14,813576
41820143,150391,1,150391
39838357,507400,5,752868
33165713,950972,15,388206
740618,884883,12,337060
10240638,457491,11,365244
14634249,146731,4,341321
7674626,627789,9,531376
24373623,369824,16,315857
52277875,953792,2,791774
23009487,961446,1,206380
33211436,714196,1,714196
26596177,419423,6,829850
39589473,843222,6,369824
15824955,995439,1,181040
14248175,257974,5,305728
16655315,209144,14,734701
32428646,954407,2,376560
6451964,857525,3,543043
52172991,823994,1,823994
24327956,454376,11,926305
51631790,798707,3,981896
8906380,415362,3,415362
44694770,237552,8,386241
25730211,432457,4,432457
29851866,417701,1,114794
10258210,317945,1,380036
23411369,163093,7,862232
460140,249771,9,215372
36499247,451305,10,451305
48311778,829850,12,829850
1152305,163915,5,743704
6087242,493167,5,759629
6183082,343025,7,750720
22513482,407823,11,566166
20775064,275748,6,959956
12723084,416156,5,416156
23144481,415979,12,173146
37521698,442316,5,351236
1047737,801775,4,801775
20558167,580365,15,413879
13134547,249561,5,501873
22667871,926305,5,306396
257200,164183,5,346027
8724582,850962,11,711999
7086518,291702,9,322573
1124070,813576,11,337540
67637667,953729,8,957604
25923892,256594,12,451305
13479758,413879,3,415979
25179982,399869,4,187896
40943055,275175,4,497582
18565974,207629,12,451305
67616235,204669,8,903854
1737571,729397,12,635691
6745735,430367,9,369824
21270078,209144,7,277662
36641978,260717,17,677986
53715215,273540,8,277796
2731706,695199,19,319833
27590276,343363,4,814854
26039589,919516,9,369824
23136771,497582,11,497582
44789961,111294,12,497582
5010933,895262,10,398234
8117173,556126,4,234585
19688969,741272,3,257200
666328,235803,19,140160
35197362,187896,10,276111
34288140,466929,3,497897
27391790,235803,11,337060
12427504,173146,12,853023
21597535,373907,8,237544
54414640,687238,1,692270
33977804,234585,12,369824
95139,833289,4,437961
8517806,414210,12,413879
4220231,829850,10,255484
21480818,857132,6,857132
13982871,896264,5,231763
13457303,30205,11,643911
67586474,829850,9,507400
38254585,369824,9,208874
11664752,369824,18,369824
7876213,610527,17,599779
843231,276116,17,404051
44905995,106096,18,845173
37880523,355394,1,355394
35487212,267828,6,873023
34289132,884087,13,966052
12631843,789786,18,230336
22944466,369824,13,234585
26605449,264628,10,853023
1900761,501873,10,482530
2479916,230355,1,216440
19270463,372332,4,414200
337045,292927,11,230418
13522581,242050,18,242050
38302525,115585,12,801776
6786148,999411,10,726831
53359857,840290,3,383098
51520902,107631,14,209144
24371374,249560,10,255047
27050115,954401,3,856899
7864659,230355,2,216440
1056206,238246,8,809556
897311,237312,17,254314
18225333,419274,14,687213
22680365,198471,14,468080
52252214,265212,2,209937
16490647,543043,1,543043
7488057,832734,12,652776
12027378,829850,15,909324
18626141,337472,11,263190
53662320,162366,3,212615
9783666,884884,3,181208
12182945,734701,10,369824
1908188,842973,2,187047
6211608,454376,12,801776
5579859,273615,18,369824
26417694,854441,5,451305
772980,967493,10,451439
14374096,369824,11,348922
6039717,145819,8,882288
22131774,974233,10,974233
507490,115735,11,482530
34210173,813576,15,731309
526457,107367,7,237544
31998738,412185,9,717542
9364197,398218,6,462410
27110570,979596,4,371948
23488848,262499,10,983716
40649213,264628,11,808211
26227367,840371,3,184103
3347210,184552,15,297734
9730220,395008,1,250978
40540904,342009,13,342009
32519784,240966,4,237544
20270686,507392,2,711779
52945295,321972,3,212272
24524116,992630,1,174561
40419559,966452,5,244215
2579485,309814,1,355189
25959603,789786,5,369927
359516,315019,11,410600
1640399,959956,12,378687
36401849,434884,4,380036
52306429,173146,8,380036
2128310,966052,8,249561
38845137,240966,5,140160
45664247,407811,12,507400
38903241,367097,19,437982
1836937,471113,1,203132
3137873,370317,15,378687
22942139,813576,6,155912
15809171,734701,13,302828
7876947,173146,9,172309
32517230,140160,3,862652
52453691,410649,18,166108
25071111,341442,3,154815
40877852,264628,3,237544
962937,904670,5,387465
45218226,741867,15,827731
67510489,349622,19,276326
4061544,211810,20,646299
10336787,235805,19,468333
3585638,741096,6,264097
10845325,798707,1,118604
2285299,997124,10,337060
34012052,814854,16,889947
53638115,236934,1,236934
32933836,301165,5,978931
52495406,958283,2,119106
24125296,878775,9,584998
40424515,484913,10,234969
5145120,107938,1,107938
34024067,796813,18,495041
21766231,444724,8,857132
26713586,335244,4,184103
11876324,369824,5,341442
22150688,241329,6,415979
25585602,453687,13,502768
37504303,315857,10,862289
5394115,897530,2,444382
22132442,211735,8,957776
38663930,276111,12,163093
3730332,416253,11,367156
13390040,845173,15,721552
53104255,481914,18,708032
23504983,237544,8,537316
46112431,277662,4,265505
51869387,369824,14,299250
3220816,106452,9,442927
5632531,328382,9,845170
52627210,370317,14,341442
31391231,244798,4,235833
10858026,290938,3,891705
25419734,840371,6,726897
37771527,238190,2,203220
46561213,171322,17,341442
5268562,233298,15,963886
5766031,954448,15,566166
10304925,444724,14,855381
50745669,210004,20,149928
13925121,158439,2,732695
23337831,451305,6,990372
24336194,141794,7,141794
9300264,100990,9,234585
20207294,235331,3,235331
1185801,298194,14,337660
50358010,877780,3,230841
19876985,140160,5,926305
11885685,483680,10,810483
4886944,291702,5,279569
27864627,387508,2,387508
26183403,959956,12,829854
7078628,948075,8,231833
42877833,369824,9,209144
50010904,413879,15,484492
1826052,215431,3,417700
1447076,743704,4,743704
25862412,173146,8,800768
39136139,380036,15,380036
22564083,369824,12,364510
4290732,267329,15,793799
17951739,337540,19,587551
2194113,241628,8,283215
16182634,939510,4,242741
6677573,160630,6,470995
27037262,209144,6,482530
2770593,904667,1,309890
38927120,409542,5,484913
42870322,319833,17,230336
20272209,497582,18,966052
7176044,966052,5,208874
26946081,209144,15,208874
24867369,430343,6,652776
35165801,149928,17,451305
19849916,240966,5,506854
36679219,300604,18,740498
38201177,415979,4,370317
11664698,853023,16,249561
20601778,956746,19,365523
14503745,241483,2,152314
52256347,289017,5,453687
53030332,409910,1,252719
32516209,966052,18,997124
3998263,275291,9,238246
6097490,230336,8,599779
1790975,156278,7,829850
44581356,264628,7,111294
29475879,371914,4,357894
90112059,185212,18,356815
33169201,554159,6,554159
1196083,800841,16,891465
22525877,829850,17,890589
26337705,973522,13,210683
32607195,873023,8,829854
14164545,201528,14,412192
5729105,955322,12,497897
41120970,364510,19,542008
9796727,388977,1,250483
25343297,237548,2,380036
26036101,370317,9,262499
22882833,946735,4,946488
26067988,813576,12,813576
11401476,139699,12,829850
19888298,380036,9,115585
6699645,710869,14,710869
13952779,171322,16,507400
40738473,792469,11,282210
65044938,213931,3,829850
40593779,304271,8,415865
3323244,322021,8,322030
67564527,92809,8,823994
45083372,551001,5,954406
25409628,451305,15,451305
34364822,237544,16,369824
4588404,434545,5,800230
18847577,389218,1,177881
749364,520055,16,687243
38054663,853023,14,264628
51257723,213652,2,840371
9136815,408076,3,299970
10558850,369824,16,173146
41371699,407234,12,407234
28683931,415979,20,380150
948369,363799,6,264628
447362,607222,3,234339
53512832,838460,1,276190
26797771,527135,2,513408
21122348,336263,8,231782
17962772,264628,18,813576
5253773,979596,4,468080
67622040,556126,10,237544
3793816,395550,2,173644
39369374,482530,9,341442
6473203,337541,8,302828
21564687,488754,4,201410
23427384,692270,16,692270
38526526,300603,13,300603
354681,862652,4,339486
46136329,443771,20,271342
50354908,234030,2,471372
35769147,408076,10,750720
4092591,351452,15,839254
90180675,733296,10,895140
13536190,187896,9,542718
50922128,967346,4,829850
46984575,365523,9,966052
39090568,870284,11,997124
26514033,369824,5,416046
27935213,416512,4,416512
39433056,243688,6,883687
7333045,350702,12,883978
18638887,789424,9,369824
595825,281159,7,282692
22763447,350711,5,731309
35236347,420507,8,697545
45788952,684068,4,407823
39204018,237544,4,537316
17128688,415979,12,378687
48331963,169968,7,262148
38089803,953792,2,853023
826130,281874,17,281874
4622063,813576,14,927150
35164810,213652,2,840371
15311029,934676,10,813104
1315434,721563,1,107583
20579760,369824,18,866992
10443351,270534,1,155946
13349354,966052,8,537316
484511,369824,15,692865
12680380,373213,10,442927
30156647,369824,11,482530
1715429,843222,8,369824
50260498,289017,12,416156
16088914,919263,7,813992
37331878,846846,1,166066
5160026,442316,6,927150
40457015,829850,13,579466
12413666,841180,16,163915
19648401,823994,10,264325
42445628,556126,13,966052
25872996,369824,5,829850
26475302,412192,17,376670
3195486,968576,1,652776
21917448,257912,11,688205
2626296,365523,5,369824
4823611,674193,2,213168
34238537,290451,14,990372
28785721,124805,2,896727
51638728,726897,11,840371
33451993,236144,1,236144
26788733,276116,19,370317
20242505,261845,7,412192
9650659,158753,16,207901
1372572,451305,9,891465
3303439,288495,15,444724
34056167,213652,3,840371
3003582,319885,5,304709
26557813,829850,9,341442
298663,277802,19,857132
53710753,354292,14,734701
21866890,309357,9,224634
20496908,209144,11,290938
636352,380036,7,164665
22358495,708474,8,211728
2954252,778324,20,994286
38406680,467735,2,467735
25364047,966052,17,809633
37715366,412192,16,263663
1270551,135780,1,135780
38148820,370317,12,319364
39941770,974233,1,974233
6045015,408076,1,230344
53888937,496617,6,107631
25770246,213911,3,327520
51732596,598604,5,338340
344781,813576,7,419423
25732519,187896,6,542718
18876762,237548,2,999671
29440703,369824,17,495772
3457973,230366,3,984333
13659488,387465,6,303662
38741898,707512,1,114672
39327215,949607,7,184857
17296987,926305,4,926305
41311281,369824,17,507400
7343570,630362,18,401293
7331433,853333,3,317583
39230479,497582,9,497582
15983782,721552,14,829850
30913678,829850,13,507400
14029390,369824,13,990734
34786862,369824,9,789786
18737105,566166,19,966052
15928592,829850,10,322573
20881086,276116,11,997124
32516179,862232,16,889579
19085926,156303,12,629540
51213747,413879,10,855381
43908552,344530,1,789786
39031696,341442,2,692270
8106698,398254,7,578730
32543579,238246,10,482530
26492855,211037,9,369824
26715694,509950,4,270157
31380923,747330,10,862652
53559995,369824,19,507400
67578455,208874,10,855383
34111911,982814,2,230344
46762483,230436,1,194429
18077984,110163,18,883850
18634430,339486,5,384812
20853851,692270,14,853023
40663808,846846,17,341442
38250341,967346,10,369824
4531594,969850,6,879536
27091741,692694,11,564752
10824128,190058,13,997124
36800567,184103,10,172465
11108603,168478,3,548074
33447486,275175,3,230344
33314793,444724,8,110973
12146958,337956,12,829850
3404881,412190,2,415362
31265494,25478,9,837237
33316120,378893,1,430367
35633951,856262,1,192125
40473375,735556,20,708388
13889681,385631,12,695047
12083114,468080,7,507400
10834957,772608,8,866486
280185,935683,17,447118
52649915,687340,10,281874
38265394,371948,12,273795
39268552,190058,14,364510
1720498,144600,3,969334
3672575,304263,8,885864
24467327,516584,8,516584
22101696,407234,8,228263
360338,378687,5,247239
23292361,498865,5,713639
57210256,277180,3,337540
2511292,370317,9,734701
33210036,895762,10,721552
1919364,335310,1,335310
9762012,437583,1,55517
232036,337445,4,968576
37883396,940110,1,215308
22038350,501873,5,281874
39984717,264628,9,281874
31950624,372330,10,132142
51765105,454376,13,454376
13381306,186106,2,186106
25459729,242050,6,829850
33911410,371948,12,209243
26448827,398254,7,468080
18508531,162533,1,162533
13749031,380036,5,444724
25064754,407234,8,228263
4720804,344102,2,273868
27743840,444724,4,895762
42833422,444724,10,419423
21666704,264628,11,950972
50256387,209130,3,209486
3812997,207901,12,370317
13643248,697258,8,186153
10227967,520577,8,228263
35802423,172465,9,862652
13645709,369824,5,364510
17890233,437583,1,328338
35346954,281874,9,172465
39413781,265470,1,230336
25256778,966052,4,110171
25785473,281874,18,172465
24018557,230344,4,209144
22953873,111294,13,974233
34457323,433838,17,954580
22465059,281874,7,397983
22188679,240588,13,450322
25465561,372441,10,234585
10461655,365523,13,408084
32077003,482530,17,282210
4258212,845179,3,311254
3169570,343025,8,853023
13239173,417411,7,190329
23466534,264628,14,853023
68175366,239212,3,167387
13243744,395833,20,411156
53979842,209144,8,276326
53216159,507400,2,501873
40647117,337540,3,841975
6896400,477066,12,439921
48017794,243565,19,395833
42207203,420482,19,439373
22309737,341442,3,155912
5875386,453687,6,453687
5157107,908932,1,215372
16676273,407234,5,405523
32700247,369646,12,836891
4880259,281874,6,369824
13568165,261626,14,867969
40545464,115849,2,184297
46289381,790993,20,247239
11325469,444724,3,444724
795636,383562,5,562050
7222515,747330,8,855383
20207203,322086,6,306397
34931267,209144,6,482530
54113628,341442,9,164665
1996881,343025,11,343025
30281273,234978,8,888098
38365483,352368,16,849501
27477807,734701,4,482530
51133552,708032,3,679098
7334006,398254,10,948075
46934433,154815,5,419423
37482736,111294,9,657064
42245389,715154,13,845971
7246336,482530,11,507400
1829122,246165,5,244714
27246698,378687,2,444724
17114645,580868,1,580868
6727590,369824,14,507400
30997207,813576,5,398254
26224804,369824,19,300605
27126179,657064,6,951341
54035051,237364,13,891697
3183490,410647,15,487912
3817305,339486,7,235803
16458380,378687,4,25346
11635176,272228,1,209182
40691235,628888,13,940849
26684628,169905,9,814467
38012644,444724,14,507400
1784056,776049,9,933278
8769455,634014,10,808547
38201935,829850,8,282267
38586502,397983,13,997124
6194994,776404,4,776404
44171244,140160,2,140160
13927282,224559,8,224559
29628470,115585,7,209144
454979,412192,13,226775
43528883,979596,4,110171
26385956,950869,5,965748
65085222,427052,3,442298
1991879,454376,14,566166
34691371,584998,10,829850
38072370,507400,6,100990
32747639,829850,9,365523
23107998,369824,8,520577
25597057,337491,10,319364
6805325,814467,14,378687
16175443,813576,15,966052
3088494,434431,1,271541
35155186,173063,7,451305
28724474,566166,11,829850
28377841,243446,5,455496
12098865,111294,6,853023
35242718,452206,9,437982
46571435,541665,7,414113
36112362,927150,8,669171
12210805,443308,7,670417
27871277,734701,6,482530
26787111,100990,14,451305
34642370,341442,7,705527
90187430,191684,2,217117
2783758,967346,1,276116
32003274,337060,17,337060
42467762,924223,10,924223
838843,230355,3,219014
25516779,395833,9,449404
41443417,999671,11,339486
45884663,264628,6,264628
27509082,845173,14,25346
52147988,706567,10,970315
54204433,813576,2,454376
9122145,537316,15,369824
27507668,209144,12,163915
1155934,378687,16,862652
1621386,652628,1,652628
25454327,380036,13,113676
978385,636102,4,404658
29186219,249560,14,369824
35258870,369824,12,369824
25615812,371914,13,395833
800635,966052,1,247239
35664857,372336,4,417651
23294189,829850,19,507400
6542216,339486,9,198471
26118709,162498,12,829850
52779567,276111,3,231561
16442823,384812,8,417593
50750227,942956,3,236668
31791650,509363,7,382790
25865266,339938,10,370556
26236163,397983,12,397983
6080023,814854,11,408076
11316002,811162,14,811162
26573044,362336,11,966052
22774666,829850,12,365523
10303351,794123,10,338881
4598108,278382,7,444235
1920945,451438,17,927151
21176753,734701,10,452746
1124080,434431,2,215313
34156920,177454,1,177454
67616308,149928,9,967346
17784904,149928,6,198471
3984337,228263,10,240333
32689241,814854,11,966052
33829792,979596,7,337540
39985424,395534,1,165408
26278868,889579,6,209144
12848559,566166,10,566166
15824269,814467,17,829850
44779161,102820,5,829850
50699170,983716,1,179577
16149667,149928,4,380036
14602253,163093,10,378687
2300491,495041,5,635268
13785532,245430,18,199921
45982324,415362,2,415362
34204711,372312,2,294235
42080015,750720,19,369824
13718549,501873,13,482530
40424448,340651,19,592018
1729215,813576,2,444724
38375217,467735,10,977150
51021887,299970,5,100990
51519281,893127,5,893127
26970745,455407,12,455407
14369906,379353,1,322576
12349824,501873,14,369824
18294516,580983,2,241483
44982287,507400,7,895262
24830458,290938,7,210683
45413478,507400,4,978465
16379147,895762,10,369824
17897302,251590,10,846846
4452842,369824,11,813576
7124997,384812,11,829850
20339077,264628,17,451305
148893,695199,13,369824
25078653,590898,5,957210
27097903,900001,7,337480
29761113,669171,7,669171
5490192,214173,4,319596
16485809,873051,4,373714
25575401,264628,9,369824
26496745,237544,5,823994
26980167,237544,9,801776
18989937,853023,19,416156
11169250,789786,16,228263
21893286,558643,4,301087
8168161,132142,7,369824
1037342,339486,12,155912
933711,813576,14,495772
20039593,444724,17,688748
47213380,335491,18,213595
28097786,154815,14,453687
52098065,994284,1,994284
6081937,369824,8,317746
19434336,507400,5,155912
33376556,472994,1,107583
10606248,339818,4,893119
16537276,724211,17,829850
38419891,890106,10,201899
55479994,230344,13,840371
46215427,378687,7,310108
37760403,250214,17,398254
37659142,840371,5,184103
3934906,472760,19,514547
3214929,341442,1,496617
8192415,866992,9,374795
9077207,173146,12,451305
2595620,444724,5,247239
513506,385047,10,801775
6216212,587551,17,167461
35010771,275175,3,230344
7311335,145570,9,762507
39495000,887622,3,623317
22201098,501873,8,997124
8543555,907436,15,139699
4668924,277662,15,413879
29353044,278550,11,792500
4127369,715106,15,715106
39029670,208874,14,966052
34398057,955519,13,482530
1078337,829778,3,305788
18081732,264628,20,853023
32292770,351284,13,376899
792155,155940,6,723955
23529723,958070,2,110973
45000523,789786,11,467735
38642970,853023,12,211810
462767,451305,3,380036
42944077,228346,4,195770
1153763,743704,7,743704
29612007,451305,11,468080
20601688,140160,2,237544
54303901,829850,4,829850
33511707,451305,9,990372
26849455,447036,9,514796
26484742,843222,8,369824
31699094,257912,12,257912
45319624,322022,6,264628
77825,397983,19,740498
25346020,224560,12,224560
30775569,456251,16,188828
10553068,314488,9,444724
17582618,414117,17,453687
34113511,896727,3,346722
8060651,416156,10,484492
33808119,501873,7,840371
52036687,695753,4,317746
17922928,213941,1,767358
45658464,403999,4,228646
67622188,339486,5,507392
38363786,369824,15,878775
54030116,527457,8,149928
32533783,335244,5,749202
26941719,360949,4,360949
23225798,107631,14,156302
1316865,447154,17,550147
3043384,163093,19,862232
40399273,468080,13,866992
1565741,369824,19,281874
6037944,413879,11,273540
9569412,507400,3,337445
17964147,107631,18,999411
3174153,479729,11,973866
38138735,974252,4,179767
22785846,382906,9,309882
33583014,891465,8,162222
38814070,990975,3,241233
12373539,767755,1,318505
11667189,101659,4,243688
33315656,985574,14,369824
20922330,451305,6,566166
15799560,369824,9,398254
26445347,958283,1,241429
39289191,507400,2,454376
5266055,501873,16,977504
9188287,209163,1,30205
39711835,341442,3,111294
6916325,146830,2,711779
25687151,978581,2,789786
25832846,209144,6,840371
27644553,162222,16,214181
5085988,369824,18,546997
7336263,708388,5,337505
11537889,195991,10,853023
27228236,414117,8,405614
2309350,154815,4,360102
38656460,388827,2,482401
16239367,400720,8,415988
2143661,823994,19,369824
23515037,528056,8,312205
40079979,693508,13,380420
7491200,556126,16,740498
15624985,965771,2,235626
18264938,141366,1,710787
29825831,991266,6,731309
1343591,966052,8,409542
30455325,238246,7,789786
34468710,227403,14,990372
46814837,191437,20,462264
6339856,800768,15,369824
393188,378687,5,371914
44755610,497582,15,507400
38886584,172465,14,172465
34106352,866992,12,468080
39440818,415784,8,902025
3762516,264628,9,111294
28418375,380036,5,444724
26174957,187187,1,187187
3982131,163527,3,410704
45599391,185345,11,692260
29021009,173091,8,353828
54086480,997124,16,275175
2750139,679109,2,679109
32117893,827993,1,108355
67609695,216440,4,308266
17281318,371948,14,687340
19233959,467176,3,303548
17762535,373868,3,373868
2200516,422032,16,645698
17538347,945584,2,945584
5256664,966052,11,369824
1529451,409422,11,771061
19188213,990734,18,829850
34525141,740498,5,369824
41623943,484910,8,998700
4106994,184498,2,196035
2011587,873066,2,234405
7304605,140160,16,410647
19866838,923317,2,352825
31207005,501873,7,482530
11688809,978328,1,213355
25170764,337060,20,731232
132636,451305,8,337541
52652299,558950,13,558950
19870930,101980,2,176495
53437567,957879,13,817199
35215960,149928,8,419423
4047700,621813,14,680234
3618757,451305,9,297584
16784028,208773,10,963117
20953813,278997,13,264628
10167010,271125,8,454376
11246745,369824,19,378687
50475798,140160,6,237544
44219693,866992,7,196009
23033757,934676,2,278124
34100809,939414,2,467735
15418448,231763,7,450195
10533537,282210,4,300258
15272031,264628,11,701531
26174541,380464,7,335524
401735,369824,13,207488
45815399,734701,19,407811
26014935,204743,11,233138
38704906,872079,3,872079
41481107,470166,4,521930
39853108,981567,1,213595
26908757,520577,14,240333
34233883,509950,4,501873
12402519,813576,14,707039
4093395,737009,9,415184
11532282,107631,11,156277
16185214,369824,12,156369
49341540,337618,3,909136
6979014,477524,20,884883
2788808,328276,3,196720
17400616,226895,8,477056
38363729,179577,3,692858
7827143,162838,13,436682
25566091,444724,15,230346
34363431,242050,13,265322
44787791,207404,8,682513
12713357,156278,14,156278
2032551,323425,2,498038
15871428,240966,20,276116
1155549,204446,16,280115
48790506,230344,5,416156
28986183,246626,15,246626
16277492,599606,8,234585
50362350,237544,13,396476
1870936,163654,1,163654
3209624,264628,15,154815
17160531,952154,9,900666
5573183,228263,18,228263
50275443,263190,13,263190
40897353,364510,11,888155
3730521,259300,13,308609
4236469,313546,4,345247
12029243,990740,11,690362
33412076,208874,5,369824
25813413,968576,17,348922
53301742,467280,19,319424
6408023,319833,10,482530
2360995,871795,20,896727
37967689,857132,10,884883
32556148,294709,4,410028
50338869,966052,2,369824
18933147,231183,3,950972
2606285,240969,8,369927
41637305,275695,3,439967
6320955,773924,2,823994
3311175,887883,15,639457
50250807,927369,1,194902
22007044,171322,14,319364
39122083,976521,9,976521
23568229,227508,3,162838
15104064,252577,5,296767
1138561,468080,14,925363
23379350,420632,2,475274
23325134,405614,6,829854
7369753,348287,17,959956
51249340,957858,10,264628
14300046,113676,5,665933
8339595,242050,7,100990
25261762,341442,6,155912
1645844,140160,5,154815
23345172,208631,2,452018
23191038,853023,4,731309
31940467,908457,3,417411
5819774,347682,12,829850
46143566,979596,2,154815
2783977,238246,2,165348
37881244,547571,5,825719
20825566,240966,2,237544
1903918,449753,3,238001
34783666,209144,14,995007
589185,968896,2,345473
4612568,982829,1,127200
45510037,444724,6,380036
3509057,264628,9,242050
8435333,862652,2,237544
11043282,813576,17,813576
38118583,829854,17,921939
5386164,695108,5,695108
2055466,184524,8,444724
23332841,271351,6,247239
27976691,832740,20,337540
51706885,334238,6,254042
22892205,145570,10,707035
40736027,387118,1,102384
15068323,813576,9,246031
53566858,566532,3,194098
1346431,398254,14,398254
30493529,982691,8,527945
15227827,537316,5,974233
33584088,390895,3,186031
10328976,361273,8,371914
2585861,801776,13,242050
2243226,813576,3,843222
38650427,734701,6,369824
44555361,336543,1,174165
13859346,430367,12,416156
11613909,363832,12,909124
52025691,752868,3,556126
54179663,454376,5,454376
16242664,752014,7,312501
17596721,528091,5,185698
52281896,149928,8,501873
45395369,356937,6,340327
5958749,209144,20,369824
417167,507392,3,106096
16243279,369824,11,208874
598188,219282,7,270208
38869226,463921,2,211615
2614110,209144,20,387118
834406,771230,4,215314
1911472,468080,8,956913
