MASKED_XCC,SKU_NUMBER,SKU_RANK_NUMBER,HEALTH_SKU_NUMBER
23366892,965891,9,893119
46379883,495772,10,263426
44817215,600518,3,211308
67508799,264628,13,211810
22446550,862652,1,237544
13454896,610648,5,250075
36669294,167418,3,236277
21703105,254992,2,501873
6867355,862652,4,823994
3739183,105254,2,262799
46200175,140160,3,752428
36406298,695199,20,173146
52416690,213652,5,598604
25762303,395214,16,209144
8755437,497582,19,369824
45053405,169490,17,454376
16730935,341442,13,395833
25947643,276121,13,372441
3588347,598283,4,598283
769914,264628,3,731309
4878342,706574,8,328837
22622291,343025,12,566166
7654883,451305,12,566166
28592816,507400,1,276111
10478013,688178,9,927548
11910182,911892,16,800768
420829,235803,16,829850
31624968,451300,8,895762
2766798,264628,11,264628
28133460,228263,12,272952
46104492,350961,8,470227
10966549,249561,11,319833
528379,270140,11,958067
11111139,934676,13,468845
8188589,317746,7,814467
26005204,509950,5,652776
33570143,581539,4,789378
45733207,411369,3,456227
2966432,789421,7,468080
37959563,995439,14,687566
21441967,337445,5,740537
29705913,252577,1,252577
8109071,829850,17,190694
45466653,873646,1,103404
54210378,882207,2,442271
39284039,543979,2,417856
28016029,966838,4,339520
24249097,231561,10,829854
33375519,983322,6,272790
32992592,866992,11,468080
23113678,813576,11,456109
38007815,317912,16,370317
41534842,750720,16,300605
789105,966052,7,451305
35107320,997124,15,173146
25092106,888205,12,752428
4726194,483661,2,483661
26194276,192544,14,699271
32430837,230346,4,409542
23004253,829850,19,416868
19196859,111294,4,451305
31223898,966052,18,319833
19078575,979668,9,371012
23470383,829850,10,209144
1506277,846846,13,369927
5058271,374119,14,154815
13378819,606434,8,384574
5320689,370317,11,370317
19978006,201899,3,201899
28524059,942051,9,610527
6427615,839643,14,378687
15246428,372441,5,537316
2489747,995007,4,226890
871944,155912,19,444724
17018284,163915,14,388206
52323621,747037,5,336846
22309064,966052,1,149928
12936306,264628,9,789544
50803493,224560,12,224560
6881471,857378,3,261422
11683846,444724,14,154815
41335689,813576,16,191985
51578796,264628,5,154815
27749166,954100,16,484910
3704547,337480,9,957879
33550700,167952,17,855549
11267454,920007,6,442959
22661658,501873,9,829850
51153303,362120,4,207629
30698127,207901,8,370317
5884631,966838,10,559625
46175493,629137,2,391668
14422534,154815,8,319833
14472710,724211,10,335491
11302755,149928,20,338340
18203622,243688,17,646257
22564579,301087,5,301087
1477135,319833,19,900845
7622954,908226,2,498038
19797389,956746,12,997124
25158813,365075,7,449812
52580027,369824,14,488754
29849751,168589,5,444724
3269011,444724,9,884883
50185620,721552,11,721552
16662809,209144,11,997124
15284516,803508,11,990372
43698174,726897,12,199698
34738478,107631,9,341442
22992076,507400,7,453687
38207045,724211,20,829850
6840721,966052,7,372441
417508,829850,10,966052
3883139,460967,6,317942
38632238,319364,6,482530
26366861,102368,12,464413
9198805,816047,4,229451
2071785,869767,4,208758
20357373,445429,6,883843
46330859,444724,8,451305
15444435,237544,3,926305
309393,989366,5,277619
32548377,829850,18,339722
45658958,171322,14,829850
26758711,829850,6,413879
23299281,632576,15,632576
33872405,979596,3,380036
2590665,809633,11,966052
23279486,449945,5,477072
14674508,419423,12,209144
35521998,652776,6,789786
39856727,422877,2,209514
25351065,193211,12,387825
30221876,862232,13,983914
22125860,542718,5,995220
32636648,211458,8,241538
28416647,750720,16,369415
9380027,395394,7,305011
53502063,482530,12,542345
45037222,311872,19,459949
44779098,451305,12,380036
42865551,277790,4,278115
51629681,493303,2,510926
42337367,155912,9,454376
39076621,277896,8,894619
1525659,124805,7,444724
17510114,516584,15,906562
54089552,957776,1,155949
53345649,565861,2,471594
48753757,211728,7,997121
22462155,507400,8,501873
13395874,750720,8,343025
38589510,926880,5,304701
31102474,246108,2,822986
10571807,209144,14,769695
282058,168035,1,100032
34516318,297584,8,587551
28770172,238435,1,146030
51806010,336964,12,846848
12133086,814467,19,415979
34390429,111294,9,731309
27864895,249560,9,309882
51909859,963814,1,467769
20365765,537316,12,415979
23924233,829850,11,507400
1118838,302570,4,255210
7560901,846846,15,846846
2810352,253455,8,368801
987195,344425,12,444724
2705330,281874,11,468080
34116230,829850,13,966052
17486239,289017,14,369824
18571362,800768,14,829850
12720780,701531,13,957210
33217116,173146,5,451305
26072683,497582,7,369824
30356206,305081,9,966052
22699394,813576,7,276326
16828100,855886,1,178420
10165672,209144,16,211727
21696331,451305,7,164665
45080667,154815,5,895762
7488246,264628,14,731309
2711587,682575,16,711216
7049596,845173,13,337480
7964903,391427,13,679109
13943725,260419,4,341181
714900,482530,8,341442
45111032,840371,3,237544
22605850,855594,4,366759
53827444,240966,7,306396
4954636,741867,12,712262
3732187,361319,14,444724
34927088,813576,11,369824
39901724,473123,17,866188
51807024,862232,18,208874
41616045,179579,3,888500
45355229,488071,3,602328
26172185,211727,15,204767
38389350,926262,1,219626
52046747,133283,11,155912
11821543,374717,8,451870
8688849,178637,2,131599
22816624,813576,3,800768
30289574,243688,14,369824
19660597,209926,20,773689
828241,155912,12,319833
20309752,284575,10,341442
13956170,966052,11,451305
41825744,228831,8,234585
4821736,176462,7,992485
24291520,369824,8,497582
20850950,265839,18,451438
6030783,383511,20,302828
4488094,297737,12,297734
40288704,209144,8,276326
33464747,699271,11,450195
36595323,715112,7,259256
7278800,237544,1,237544
33325073,211744,18,451305
7358167,839643,18,520577
5343163,890106,9,822583
38588377,455407,19,587551
11990932,169658,9,369824
53026132,451305,20,997124
10078351,341442,14,542718
44835002,181338,5,181181
25115615,379284,2,379284
44748899,369824,15,341442
5582017,763250,12,828897
23485883,829850,7,369824
2752078,371914,12,198471
51393126,100990,11,231183
39918595,115585,11,829850
4717415,507400,9,985574
34336004,213538,1,213538
17615660,341041,1,265183
25329279,266900,7,237548
20394027,164665,10,371914
2043656,216515,10,341783
27160444,468080,16,319364
13795439,556126,6,314468
25241018,731309,4,731309
25929623,524868,4,264628
26783544,896038,2,185312
15096136,262499,12,829854
25435930,111294,9,100990
45710623,813576,15,455407
29438027,484918,3,414208
34296939,341442,4,238246
12169078,209144,16,966052
53315674,426905,4,226643
34785940,132142,3,370317
17898858,454376,11,556126
21493169,466361,6,908915
22214906,264628,8,337956
29377917,413879,15,459834
4804315,484918,6,883051
30696402,237548,2,237548
39891856,829850,12,434591
24788136,339486,9,862652
40267074,501873,12,214141
10741810,866992,15,866992
4191156,369525,1,250972
11107349,445078,10,369824
14145384,501873,9,829850
34311388,829850,20,966052
1514095,985574,7,789786
31706727,305426,3,705527
38709012,451305,12,391668
3480486,404056,4,209182
34306583,454601,6,707334
22211588,823994,4,237544
23389412,991266,14,211727
90179988,420700,19,484913
22299340,341109,15,341109
11399262,845173,9,455407
27107216,276326,16,239212
17100550,789786,9,211735
33715718,966052,10,566166
256303,339486,8,235803
40510151,270626,12,447118
46688963,985574,15,243565
25858253,211728,8,468080
18956124,444724,7,380036
38874914,954575,17,497240
20253631,612554,4,380193
12660442,231561,5,829854
34508426,369824,7,369824
22540574,451305,20,862232
1255328,155912,9,240599
5427903,896560,3,896560
4038078,580059,20,358676
36962282,302828,10,209144
10214359,970657,10,537316
2830088,829850,14,208430
284083,208874,10,272773
32985222,228263,5,115585
5088879,420392,19,454376
11542202,236066,16,275175
10995295,163557,17,850628
21393016,443197,1,443197
23108787,447033,19,312534
53484506,468080,13,341442
1834706,331010,7,311702
44146408,100990,6,415979
45252733,966052,8,556126
43971824,370317,14,341442
52681635,369824,7,846846
38879463,187896,17,415979
22577919,234585,19,211810
26392360,278796,5,278796
15141468,477072,1,119838
26280843,380036,10,454376
5618013,396453,10,396453
33548759,149928,6,364510
25812033,990372,13,542718
27101387,875951,1,163527
5218839,695199,18,966052
12620407,852395,2,331158
26192575,455128,11,851352
26413362,860394,10,192476
27135977,231673,3,334474
23639601,708388,17,864199
6460122,365523,7,369824
26908152,396381,6,361135
4026067,384812,9,140160
23435080,992039,6,299470
2895779,450195,10,829854
20847423,177523,1,103655
22584195,251549,20,413879
4723379,341442,6,273540
37879075,209516,6,731695
19068695,380036,2,460699
43040930,939419,2,941125
12913795,951548,5,394279
41036022,314490,16,629937
7021607,367199,20,882832
11563610,163527,10,451305
39207208,888098,14,341442
16092181,693425,4,337540
26723071,209144,8,997124
23963470,427391,18,463589
44237863,228263,10,966178
13134114,813576,13,813576
19511908,369824,6,415979
53244073,459970,5,357178
13757783,645663,9,974384
42598514,211728,5,228263
9742348,390287,17,990372
20435839,813576,3,209144
15187885,395319,1,204446
518926,337060,20,966050
11557421,709838,2,235626
38854506,149928,11,416156
4674118,172455,12,829850
2124236,800768,10,369824
26909168,542856,18,378687
50518801,115585,10,482530
51443538,967346,4,829850
23673833,568314,11,323998
46080167,337540,12,395214
46767987,813576,6,140160
37295696,211810,11,378900
45042382,102384,7,905823
23488707,315564,2,451305
39701023,889947,2,454376
27056327,416156,11,740498
44632895,242050,4,731309
26749711,125451,13,858817
28281715,734701,10,300603
50903824,409542,12,484913
27362653,264628,9,731309
16579797,350352,18,482149
3739337,378687,6,155912
27878762,323497,14,622742
39749767,566166,2,102384
51351305,906748,1,906748
26736336,908807,3,187684
45745907,140160,9,339486
53918127,309882,8,813576
3651845,265183,15,955753
32548805,264076,3,264076
25285977,276111,6,276111
51332407,371914,11,566166
941384,829850,14,413879
2732301,370317,10,415979
43246035,891705,16,885376
38873470,393534,4,278058
15293733,242050,14,208874
3817018,968576,12,968576
7886119,866992,8,468080
35023907,975027,1,233602
7127628,273350,6,745164
32542843,369824,9,423176
6096101,165709,15,856927
38183286,611565,5,177449
1293712,813576,4,242050
35666111,264628,20,273124
27203155,707928,4,331256
8319928,507686,2,184103
26911477,900868,11,378687
15824073,991266,5,731309
22570047,829854,12,341442
39578277,668990,19,834795
40349069,187896,15,276111
10865125,234585,12,966052
35241356,705527,14,369824
38152624,496617,7,228767
1302398,966052,16,348287
39889720,249560,15,257444
463337,966052,1,369824
9046529,369824,11,829850
39821138,341442,4,276116
23085457,566166,8,566166
30631713,705527,7,369824
51930415,369824,17,966052
13152509,956190,8,409308
1301914,997553,5,218139
51140875,383098,8,410393
38872193,411407,16,265470
2853774,469682,4,469682
16790400,884883,16,857132
35184948,319177,12,369824
13983261,208783,16,395852
29861720,900001,7,337480
38950935,268428,12,451305
22590196,309256,3,411288
29501314,315859,20,167445
304579,789357,5,451305
40273623,291702,1,291702
20218012,140160,12,237544
34472178,275175,11,209144
16404985,955338,12,694941
24242890,214141,7,369824
31842981,520577,9,379277
11666113,162619,19,369824
6371244,966052,15,454376
34762167,100990,12,454376
22016772,829850,8,365523
1764097,711214,19,453387
30183720,646257,14,734701
5376710,645290,14,922557
20100750,507392,4,789786
47173428,110171,5,809556
90155552,380036,17,839643
52885244,242050,3,337445
2817154,281874,12,281874
29818774,230344,4,209144
26907141,337505,11,231561
3046028,889580,12,452260
37623005,969850,2,221294
26236514,155912,9,319833
46657087,743704,7,369927
23074030,823994,14,106274
40556480,279558,3,596862
16516943,213930,6,722251
419803,237544,14,140160
13260460,241483,12,240966
9134657,972726,7,375762
26164714,566166,17,319833
24155006,483620,4,823994
11671933,966052,9,249561
5639933,457795,9,169452
1117904,813576,13,198471
11975274,734701,6,968576
3590935,264628,9,264628
21330389,209144,10,813576
26690058,789764,10,484266
1718889,317945,1,198182
13351862,921698,11,369927
5526855,270067,8,323425
57671632,697961,10,734701
32527741,390449,11,800724
53102725,341442,2,829850
18659208,136119,8,787732
38819735,829850,10,829854
23108656,354483,5,397221
2816391,115729,8,974210
11888820,680026,1,243688
759033,762146,5,430349
13815961,277802,16,369824
18030213,207901,8,370317
19169145,169696,2,338180
22946461,235378,2,235378
35001544,613539,4,894103
7404619,817734,2,453008
22863433,966052,7,302828
7068257,743704,4,743704
42130710,340326,12,372569
9410775,341442,2,895762
38519437,769695,11,769695
40046897,726897,16,695405
45654949,829850,15,369824
11748976,214141,6,692270
3201171,369824,10,468080
32334053,883356,3,936866
34914273,224559,8,224559
20056036,161764,3,537316
4602914,813357,11,972313
14636755,382906,12,382906
23456511,234386,11,410647
9020606,436695,7,244777
7366304,979596,5,249561
53972083,454376,6,369824
6038448,982851,13,942053
3185825,264628,9,515049
8286027,167114,9,690045
3603978,270231,12,705527
6517062,405614,6,829854
51822552,309878,11,309878
19506812,445603,10,309882
5673148,259489,7,454376
54076205,516584,9,249560
5075248,183454,2,845173
41434211,813576,6,155912
9136767,306299,3,306299
39628964,198471,8,234585
12673898,208783,9,208783
20067114,453687,15,163915
15355052,340744,3,356303
3315947,238246,3,297584
21915729,365523,10,319833
12361016,839643,19,885431
25605433,966052,15,907436
40783820,187655,14,690362
1205357,209144,9,379277
17639825,372441,3,372441
5474867,947782,1,175939
23759335,836320,5,671958
3976459,577544,12,823994
17089905,372647,7,445783
25957281,829850,13,507400
50758946,364510,9,390449
24090575,692270,13,829850
17268551,499303,2,879638
7295335,545012,10,264628
17342381,249560,8,692270
27184109,964461,15,209144
43738160,335244,4,107631
1911906,497582,15,173146
17614138,369824,3,209144
6370881,674191,3,451305
38736593,974363,13,950869
6930922,840858,13,606434
26501913,829850,13,317746
1483671,238246,7,370317
6727242,797329,16,209144
18954173,408084,15,306397
28458220,444724,8,273540
20983415,214072,11,957833
38327889,705461,7,618189
1799815,840371,2,337472
17944945,703278,3,357894
31457402,507392,4,155912
7278720,480265,13,460400
38029715,224559,6,369824
33976545,249561,6,240966
10898430,814854,8,468080
34902485,984338,9,412542
38400492,228263,3,416156
38182009,289058,15,922681
37672995,992479,1,808547
31117497,172465,14,140160
20603110,955338,1,162640
1177101,102384,5,959956
22202529,923521,2,923521
50576435,866641,12,485756
1723868,371914,11,369824
34379062,453687,14,507400
21335163,395214,6,455407
9688984,162222,10,370317
34230100,453899,18,891705
35196783,492962,5,767336
11640751,297737,15,747527
1240436,392599,4,183319
28245335,743704,7,231561
12525146,230338,12,169292
33978320,813576,13,888098
4910353,566166,13,343025
22347357,454376,16,829850
6260233,248834,7,369824
12682803,247394,17,247394
1160780,829850,5,829850
21635162,312194,7,312194
18076279,317912,16,873499
323052,122347,11,937404
32553982,100990,15,995439
25915543,891465,16,992056
265615,288949,20,451305
43003787,720656,10,604212
22166797,111294,8,155912
902393,999671,6,339486
3101993,959956,10,797076
50991884,395833,10,415979
50164284,306396,5,427573
7795298,416156,5,416156
22741785,216515,16,611654
42339219,444724,6,380036
1743951,164183,1,106444
261890,939406,17,160476
24638870,209516,8,333959
19917838,211727,16,408076
18493140,491421,3,823994
40527895,240966,6,132142
43110195,369824,7,380036
4453449,808509,10,409422
23514031,974226,9,264628
12165313,537316,2,537316
30639443,115585,8,211728
9739323,960782,6,974263
38399977,708032,6,956746
26147831,252796,2,447336
23040725,872806,4,978931
26032051,498345,2,160630
26940219,281874,20,370317
1514524,205296,19,555460
26760213,454376,9,524854
53827588,995439,13,156283
19970607,829850,14,172465
9020141,242050,6,829850
1782615,813576,14,829850
14907078,337060,17,337060
31123902,997124,14,275175
34958276,300605,12,369415
16656160,484913,13,482530
11466869,438884,10,372441
5419186,843794,1,228346
21083799,337414,11,556126
25362186,386698,13,167445
40235413,482530,13,413879
2621423,371948,7,380036
33416346,208443,17,209163
35150429,689196,1,6205
3846477,829850,14,313056
6538923,155536,2,155536
17602757,282848,12,164665
25854063,967730,9,176799
17574058,959956,3,454381
16556291,416868,14,614233
5608338,249560,1,372441
52145819,734701,13,734701
6106513,823994,8,968576
9886682,618895,4,301424
21248493,952027,14,993324
36345869,339486,10,235803
2449623,344008,2,344008
22914355,236679,4,845173
35451363,378687,6,496617
32536421,657064,8,564968
20935987,140160,19,416011
25746803,211810,16,370317
12087894,537316,6,237544
600506,203132,12,164665
132669,299006,1,203341
9673826,990372,15,990372
50996934,235393,2,527044
6670193,444235,7,910405
10339793,318180,2,318180
26221420,209144,11,369824
8788806,537316,5,537316
1148283,444724,5,985574
11750678,629451,8,678748
30996729,395833,7,228046
45092932,813576,7,454376
45770148,829850,11,283796
26534352,259338,5,337505
22711565,813576,7,149928
43033439,249771,6,984771
22084997,557215,7,966747
36691860,443771,12,369824
38219003,444724,4,380036
26472259,463649,3,463649
40096323,162222,5,281874
6078549,813576,7,365523
38042006,477047,1,360988
30272410,997124,14,275175
67554144,343025,8,234585
52010338,350352,12,264076
23034220,866992,12,468080
2614523,410647,17,813576
34383663,281874,10,840371
4555994,415152,18,132041
1732142,388659,20,277770
20109076,281874,17,140160
6831550,683197,1,451439
49829150,198471,8,396370
33136256,444724,17,853023
22626260,256620,10,999246
16411377,208001,2,212837
27027663,413879,15,979596
34211,297625,4,403983
559057,289930,11,856915
18950348,454376,18,187505
2728974,163094,10,813576
26616609,853023,6,299970
51677558,107716,4,312218
15646354,829850,5,234978
21235885,375607,11,341442
32531003,535229,3,318160
45703714,587551,16,734701
861806,950534,17,444724
3442589,408084,3,985877
1301824,241234,7,864935
332960,149928,5,656783
9450957,599779,13,890847
52839253,997124,15,963577
16744142,380036,1,444724
16061390,933131,1,174320
1227480,890762,7,990465
26862680,813576,20,354757
22216124,155912,13,537316
38803487,829850,7,341442
10512669,276554,8,208874
34471901,107177,1,107177
11077427,209144,10,899442
11075205,110946,7,848212
417578,866992,10,900675
2574321,111294,6,380036
39228955,140160,4,415979
1566821,369415,12,369415
39899350,211810,8,965891
35747303,228831,6,154815
46575460,566166,5,380036
11296026,275175,4,692270
44975202,187505,19,167952
23408658,442624,3,304263
1330803,975158,9,957385
7842055,434097,2,317912
6431145,264628,9,445628
4555912,310108,16,731695
51621117,997625,3,335211
6109686,273540,14,167445
7374624,380799,8,453687
5358587,862232,12,734701
5505483,482530,11,436538
40251674,337894,2,209024
41431807,235162,6,442579
1865246,244956,11,652776
34043007,501873,10,468080
20728470,319833,17,966052
6975700,271209,1,329867
1003098,966052,5,809633
34431180,972281,9,862652
866610,407823,19,369824
38829625,777599,4,875393
52004893,459917,1,459917
90149368,823994,1,156303
2790575,843222,11,371271
32549211,305081,19,507400
23301995,567289,16,877796
16537487,550560,2,956634
4477867,328329,1,328329
13378015,208874,12,813576
21100248,995851,11,300172
17286893,341442,5,571067
4713495,407823,13,240604
3109847,189183,7,947603
30321041,162807,11,348747
24484494,202915,9,361330
4119841,335244,8,111294
27427043,814467,8,829850
26567354,275175,4,209144
10718430,163915,18,734701
6701792,724211,14,297737
13831999,580365,10,813576
38114861,187505,4,904667
4203632,121541,10,440950
24579563,689353,8,689353
23213468,230344,6,482530
32875343,958283,3,958283
48755796,537316,9,453687
541532,846846,19,229970
44496639,408084,9,839643
2504662,371914,6,652776
52588102,451280,6,657064
23742934,763326,1,154815
3718813,855383,6,209144
667183,346754,5,368208
26732569,224560,13,341442
8260966,260605,7,449813
3629089,990372,13,231561
10472235,737681,6,504206
39874938,966052,2,369824
38759224,365523,9,413879
31163668,183191,9,537316
5958202,249560,2,249560
33824113,154815,2,313568
9300491,708032,7,554159
8251425,341442,4,823994
26158242,978508,1,235162
29669413,706606,9,939419
2743821,468080,13,341442
20826829,209144,10,491847
21034201,507400,8,891465
50404037,242050,8,482530
52288292,211728,11,211728
22249761,238495,5,607481
20983523,371914,19,453687
20365732,364510,9,468080
52107769,100032,4,100032
34832710,352368,9,352368
7399527,769695,13,210004
38830958,335687,5,350961
14669031,247239,3,246031
404999,691934,7,691934
6827827,341442,12,813576
46841379,829850,8,810708
3054356,909166,6,550147
34128996,154815,19,430367
27988455,347520,5,330770
39962448,237548,12,211810
26470837,616378,7,592779
855713,173146,10,247239
51294834,300603,10,966052
29657821,882835,1,605325
731411,454376,17,162498
420460,168377,1,237086
48890726,497582,8,497582
48507731,209144,17,765621
11066359,979596,19,979596
9385655,999758,5,904667
2052536,709609,3,451305
51197017,257912,12,257912
26116553,273540,19,413879
39845478,208874,14,309814
40508524,556126,6,692270
3708343,369824,11,322573
9199818,264150,4,248554
33042131,846845,9,856927
53981297,412192,18,916942
21098380,813576,14,140160
15464701,271401,11,833289
20845123,444818,6,295696
45353003,237544,3,240966
25463703,451305,5,829850
9162034,225865,18,135993
7197445,482530,16,231866
25649306,921696,4,272125
14528915,176319,2,237544
38482531,410449,14,813576
6016129,234973,19,813576
17605720,407234,14,276111
33514039,337480,9,957879
12148459,382906,9,516584
32505537,841355,11,468080
1824287,378687,1,149928
46003544,186153,13,839643
1483285,843222,5,273615
809044,589588,6,263779
16965097,369824,17,369824
13827730,162498,1,162498
45762248,687340,10,839643
25859028,111294,5,859684
1746305,410647,19,862652
45997593,216515,8,489144
12736328,100990,17,876684
23552099,237544,7,444724
23418183,410647,8,319833
954200,891465,10,340284
90114755,273540,11,365523
48420963,451305,8,451305
17937388,369824,14,341442
15908677,310108,7,395833
25543526,184103,8,370317
45006148,829850,18,829850
309693,369824,10,341442
26197419,459342,2,459492
7740876,154815,18,371948
20064111,236066,12,163915
39704244,327520,5,155912
32267855,414117,9,999758
37444176,707945,1,460132
44284235,395833,8,450186
44533998,853023,8,236066
10697199,247321,3,326934
11911616,337472,6,337472
5507950,132142,7,282267
4182263,116439,7,897502
26936141,370317,7,497582
13788535,122414,6,814854
3888448,731309,4,497582
46998648,395852,1,454381
14553711,444724,7,380036
1694983,971257,3,460688
51394939,850383,7,294227
10339938,641292,10,903854
14909885,184103,8,172465
37770343,369720,12,850546
21024793,371948,10,337540
42385422,370317,13,649895
25125504,341442,4,276116
33936479,664748,1,102820
51881488,340179,19,413879
11761404,546997,11,636592
21965261,141077,1,141077
20190406,211728,4,211728
39486551,207901,5,468080
50781699,829850,10,829854
32389734,898163,1,227002
2462605,240966,9,520577
53055670,897387,5,415988
51281877,369824,18,507392
12405086,927150,6,415979
34584013,390449,11,979596
26049892,460688,6,277241
18330268,125441,13,451305
4520912,380036,3,444724
146349,587551,16,813576
7936060,809633,9,369824
51743543,750720,10,369824
15763835,365523,8,369824
22215342,213538,9,381577
25464605,731309,15,200129
33054975,414117,8,405614
45002911,237432,20,645663
4065801,144057,2,467735
52570939,468080,11,507400
78371,370317,11,132308
1867246,734701,11,846846
25460935,210683,13,973522
22695031,413018,8,515049
50533777,797389,12,618885
3912509,369824,14,247394
10941131,264965,2,693414
50083810,956183,1,482535
28795376,960054,4,337491
8450073,265470,1,103705
24134121,217708,15,551001
17654945,960912,4,264628
3071626,789357,13,341970
37208214,477060,4,314468
167728,813319,9,272228
4282903,862652,7,235803
2169867,702514,1,702514
44489237,249560,6,497582
24419231,231183,2,273540
26269219,186153,11,890105
13537749,953335,6,163915
10035637,537316,19,853023
37787255,829850,14,966052
46877407,444724,7,454376
5146525,997124,14,275175
39937841,179015,2,177881
127050,451305,14,369824
51168235,235803,19,829854
21826293,214395,15,882206
20836241,707039,8,866188
8445058,307280,8,273540
34898380,727108,4,763938
40515468,636518,1,199232
22111623,369824,11,792501
6090071,957140,4,476867
3672306,277802,10,843222
16813711,454376,3,454376
13074180,965416,7,258585
32947988,149928,6,380036
316225,111294,9,155912
5924905,112019,2,271610
7326868,107631,17,378687
2600639,408084,7,985574
29261304,688748,15,968576
35219128,344537,1,337626
12094146,415362,16,396476
25851902,469682,12,337491
27596855,537316,3,100990
12134521,925096,18,979596
29521587,341442,4,829850
15592456,211037,12,997124
8731720,308599,20,496617
5718332,451305,10,829850
25411407,507392,3,380036
19651282,237544,2,501873
26014848,966052,3,537316
30987562,304659,2,260780
33606860,342443,4,230336
27255755,451305,15,380036
38346159,306318,10,741702
52256328,263091,9,444724
48811881,891903,5,692270
22415732,956746,15,997124
51574462,382868,11,264628
39335244,214395,5,897485
18989012,809771,6,997121
65008482,281874,10,370317
16476756,599779,5,939374
33612452,249561,8,369824
38932287,822103,2,198704
13980462,967346,5,369824
12074655,633103,7,953910
15202979,369824,12,156369
39219493,709581,4,709581
46831995,839643,14,966052
23494945,451305,4,395833
18008494,498038,14,846846
13602134,521930,9,247239
48353385,428806,7,241560
22771652,247239,14,247239
13680904,357933,5,231183
17351747,172309,6,917571
2736537,917136,15,387985
1189988,444238,2,303046
3853128,629451,4,418070
344835,463617,6,413313
5768671,895266,2,454376
26247700,958283,2,119106
38111900,454376,18,273540
39529120,862652,20,337414
10792314,695905,7,713635
39366973,451915,6,982645
7561939,330632,16,407823
51902213,853023,11,853023
50758195,111294,9,891465
16085033,931825,2,648799
19218374,966052,9,566166
25257740,230436,2,975261
34797762,210683,13,973522
3267241,939374,3,939374
45383413,208874,12,979596
443312,341442,4,800768
25939672,997121,9,734701
51694805,556256,7,865378
38595421,275314,13,697527
39169630,305081,18,273788
11153321,337505,7,370317
896228,442016,6,368777
90006488,369824,20,167952
1425035,961446,1,369824
3932451,966052,4,997124
45575102,211727,7,208874
5900359,223651,7,743769
20235821,873069,1,873069
10481167,528752,14,723783
22181921,868195,15,341442
35885850,444724,12,584998
18261252,409542,18,277790
5511912,391398,4,224198
17973726,337060,14,378687
2306510,506854,20,416868
25297360,545840,19,507400
53282296,343025,7,234585
22362920,895140,9,341706
33158743,277802,11,277802
34216246,613836,14,831326
22644909,391668,15,731309
8937742,528299,1,209486
11003152,542718,19,829850
43983780,482530,8,866992
34450507,966052,12,537316
35202169,343025,8,566166
11298323,966052,5,187896
11960051,155912,4,707039
22154159,767169,9,558643
38708451,281874,18,208443
987525,232642,5,164665
4767345,369824,14,966052
14567419,444724,14,337060
46017002,890425,1,294504
24893811,705149,3,187505
2194108,241628,8,283215
14628098,451305,4,451305
17079574,369824,16,507400
5801851,319833,17,516584
3595592,562637,11,225866
1521168,165533,8,213330
27873570,829850,14,813576
7501795,853023,4,853023
16490653,948075,16,452907
52463486,380036,19,455407
13650941,887883,17,275175
25019295,224559,15,173146
5976173,132142,10,132142
25547585,983716,2,102384
3799033,454376,7,281874
15667296,337540,10,337505
40751503,362314,5,484492
12814016,413879,13,813576
38046896,547571,13,921698
37238978,221384,2,396071
581438,767347,4,767347
18083141,721552,10,414210
50510066,397983,17,413879
31706514,497582,4,501873
7808487,369824,20,369824
4299087,249562,9,488149
46077882,410647,14,829850
7024482,186730,5,483469
4935555,369824,9,369824
20927090,883051,9,248440
4565232,155912,4,752428
41825192,882579,3,975179
14669284,372441,13,692270
29659626,232710,3,233852
53295603,853023,7,829850
30977896,341442,11,297584
10963652,318932,14,452746
23193837,278550,11,354572
680761,874108,10,874108
15691055,242050,3,337445
51036939,380036,19,369824
7920580,966052,11,237544
39861516,107631,15,618940
44899430,879536,1,687340
48772533,809971,11,405614
5056319,846846,14,726897
34271778,227002,5,200236
628843,958907,19,488804
12815463,325103,3,235833
39218762,690754,17,800231
46135860,955322,15,111294
25398817,408076,2,482530
38902730,444724,15,990372
32914571,156369,10,887622
21700734,895762,8,208874
23355443,335815,2,451305
25271734,372441,20,829850
4544387,789608,5,228857
8290276,343363,14,990372
26539537,155912,19,337541
9115760,398254,8,979596
25377547,432544,4,494525
54132558,248834,14,853023
21615907,829850,13,872556
16225761,906233,2,185459
26767449,800724,3,264628
9186077,985988,6,365143
27114791,244956,6,237548
8391367,411156,5,823994
19646047,283796,14,115585
52734180,957776,13,383478
20415202,235502,20,264628
26189027,855383,8,829850
23903182,337540,16,364510
2314807,687873,20,335658
22725609,408145,3,470786
37348680,208874,12,208874
23182615,375607,18,288949
32543542,689536,11,823994
6422679,154815,9,211810
25856118,228263,3,115585
3186369,358070,11,812430
20490837,926305,6,184103
43856183,696179,2,453899
51832798,721552,9,721552
45526703,248466,5,347523
39294958,968576,16,140160
26363454,281874,10,369824
21731732,347589,19,811732
17302056,146832,3,149499
54481031,705149,3,187505
48009470,860394,9,169482
26350220,705527,12,369824
51317621,268604,4,268604
17092515,808211,10,808211
2396741,683063,1,683063
52394693,230336,7,230336
35054248,100271,5,339520
28566193,599779,7,846846
875713,530145,3,163728
22932969,444724,9,657064
42808735,966052,16,369824
34135619,997124,14,413879
34267899,155912,10,227002
65045403,876848,2,175334
4435283,384812,9,172465
41792379,235803,13,419423
14868573,403996,1,330836
